DRG,costweight_16,cost_16,costweight_17,cost_17,costweight_18,cost_18,costweight_19,cost_19,costweight_20,cost_20,ave_charge_16,ave_charge_17,ave_charge_18,ave_charge_19,ave_charge_20,private_16,paed_16,private_17,paed_17,private_18,paed_18,private_19,paed_19,private_20,paed_20
I02B,7.60,"39,538",8.40,"43,416",11.31,"55,237",11.52,"57,894",11.25,"60,017",17521.36,18089.64,19642.54,19405.17,28533.92,0.15,0.89,0.17,1,0.21,1,0.15,1,0.16,1
I02C,2.93,"15,210",3.27,"16,900",4.47,"21,835",4.42,"22,245",4.36,"23,239",6205.92,7169.65,7746.12,7441.18,10293,,,0.21,0.8,0.24,0.8,0.14,0.83,0.23,0.89
I03A,5.99,"31,142",6.22,"32,157",6.82,"33,331",6.79,"34,157",6.85,"36,541",25851.78,25417.53,28718.19,29175.1,28580.45,0.29,1,0.27,1,0.29,1,0.23,1,0.25,1
I03B,3.97,"20,641",4.20,"21,712",4.42,"21,581",4.42,"22,216",4.52,"24,092",22257.03,21848.97,21307.78,21159.1,21793.61,0.41,1,0.34,1,0.34,1,0.29,1,0.3,1
I04A,5.00,"26,016",5.17,"26,729",5.03,"24,570",4.97,"24,969",5.00,"26,670",21948.43,21866.04,22058.48,22056.93,20720.8,0.44,1,0.3,1,0.29,1,0.28,1,0.3,1
I04B,3.69,"19,177",3.76,"19,432",3.92,"19,170",3.80,"19,117",3.71,"19,784",19009.05,18638.92,18484.51,18482.4,18210.29,0.43,1,0.37,1,0.47,1,0.42,1,0.43,1
I05A,5.97,"31,038",5.84,"30,193",6.15,"30,038",6.26,"31,448",6.31,"33,648",21345.01,22193.45,22720.04,22579.37,23278.61,0.38,1,0.38,1,0.38,1,0.37,1,0.38,1
I05B,3.84,"19,970",3.92,"20,278",4.15,"20,282",4.05,"20,385",4.07,"21,688",17781.09,17740.1,17668.78,17685.95,17756.95,0.43,1,0.37,1,0.46,1,0.34,1,0.44,1
I06Z,12.15,"63,151",11.91,"61,613",13.04,"63,686",13.31,"66,923",12.91,"68,875",54077.7,53945.1,55574.29,57802.01,57213.23,0.54,1,0.48,1,0.37,1.15,0.41,1.1,0.34,1.08
I07Z,7.66,"39,815",8.57,"44,305",8.99,"43,909",9.32,"46,830",9.56,"51,011",17007.33,23851.13,24269.1,24576.05,30190.35,0.27,1,0.23,1,0.25,1,0.24,1,0.24,1
I08A,5.66,"29,414",7.36,"38,048",7.49,"36,590",7.30,"36,708",7.43,"39,621",21707.94,19812.09,24618.84,25045.48,25643.78,0.23,1.34,0.19,0.88,0.19,0.93,0.15,0.91,0.16,0.92
I08B,3.17,"16,455",4.36,"22,538",4.53,"22,152",4.46,"22,406",4.59,"24,478",8426.05,8916.66,15339.95,15996.34,15190.81,0.25,1,0.21,0.87,0.23,0.93,0.2,0.9,0.2,1
I08C,,,3.03,"15,677",3.14,"15,351",3.11,"15,612",3.16,"16,836",,,8628.52,8693.82,8887.08,,,,,,,0.23,1,0.23,1.1
I09A,12.26,"63,726",11.51,"59,537",13.72,"67,026",13.34,"67,089",12.93,"68,974",51730.84,54201.82,53027.74,55702.11,57070.97,0.32,1,0.33,1,0.37,1,0.25,1,0.35,1
I09B,7.02,"36,501",6.65,"34,379",7.53,"36,804",7.40,"37,203",7.36,"39,280",35120.49,36024.2,35458.72,36678.75,38723.76,0.46,1.1,0.3,1,0.35,1,0.4,1,0.35,1.06
I09C,4.93,"25,607",4.78,"24,715",5.19,"25,366",5.26,"26,458",5.30,"28,291",26390.6,27080.24,26473.64,26920.26,28895.75,,,0.4,1,0.43,1,0.33,1,0.38,1
I10A,4.41,"22,919",4.44,"22,976",5.61,"27,385",5.48,"27,532",5.44,"29,029",12547.11,13123.09,14586.26,14902.9,16733.82,0.25,1,0.23,1,0.19,1,0.16,1,0.13,1
I10B,2.04,"10,615",2.18,"11,257",2.54,"12,397",2.53,"12,740",2.57,"13,706",8680.68,8675.13,11484.71,11547.93,11522.75,0.28,1,0.27,1,0.3,1,0.35,1,0.3,1
I11Z,4.53,"23,572",5.32,"27,519",5.90,"28,806",5.76,"28,932",5.33,"28,420",18283.68,19342.05,21974.47,22141.06,26896.8,0.27,1.24,0.23,1.52,0.25,1.63,0.24,1.42,0.24,1.8
I12A,7.15,"37,159",7.40,"38,255",8.48,"41,451",8.69,"43,675",8.39,"44,770",19450.21,19647.97,20545.07,21648.24,24642.67,0.12,1,0.1,1.12,0.12,1.15,0.09,1.08,0.08,1.09
I12B,3.46,"17,992",3.44,"17,775",4.82,"23,560",4.68,"23,534",4.46,"23,779",9033.37,9059.19,9333.74,9366.93,13405.61,0.11,1.26,0.11,0.8,0.11,0.93,0.09,0.91,0.1,0.9
I12C,1.70,"8,838",1.72,"8,902",2.30,"11,252",2.31,"11,612",2.32,"12,364",4904.53,5101.22,5300.04,5281.13,5785.92,0.12,1.29,0.08,1.32,0.13,1.25,0.11,1.19,0.11,1.23
I13A,4.31,"22,430",5.24,"27,072",5.65,"27,588",5.59,"28,103",5.68,"30,323",12975.11,12762.05,16260.93,16786.32,16761.28,0.24,1,0.2,0.83,0.2,0.88,0.18,1,0.17,1
I13B,2.00,"10,376",2.91,"15,026",3.09,"15,088",3.10,"15,593",3.14,"16,746",5569.14,5718.45,8984.87,9020.08,10009,0.27,1,0.23,0.8,0.25,0.8,0.23,0.86,0.23,0.93
I13C,,,1.83,"9,457",2.01,"9,815",1.99,"10,004",2.03,"10,818",,,5644.93,5828.68,6228.39,0.24,1,,,,,0.25,0.8,0.24,0.8
I15A,5.63,"29,283",,,,,,,,,22938.95,18008.56,,,,,,0.21,1.11,0.25,1.14,,,,
I15B,2.65,"13,760",,,,,,,,,17623.23,15428.56,,,,,,0.19,1,0.25,1,,,,
I15Z,,,4.46,"23,080",5.24,"25,623",5.39,"27,111",5.50,"29,348",,,15058.26,16485.63,19440.86,0.24,1.53,,,,,0.24,1.64,0.21,1.55
I16Z,1.60,"8,311",1.62,"8,379",1.86,"9,082",1.86,"9,370",1.89,"10,100",5768.78,6053.05,6313.93,6652.81,6890.92,0.24,1,0.21,1,0.29,1,0.25,1,0.27,1
I17A,3.31,"17,202",3.62,"18,697",3.77,"18,399",3.70,"18,611",3.51,"18,738",6940.21,9309.79,10745.56,15371.61,11847.14,0.24,1,0.15,1,0.16,1,0.18,1,0.18,1
I17B,1.59,"8,265",1.58,"8,174",1.85,"9,057",1.74,"8,772",1.79,"9,543",4552.31,4542.55,5531.2,5624.66,5691.68,0.25,1.25,0.12,1,0.19,1,0.14,1,0.13,1
I18A,1.30,"6,774",1.65,"8,545",1.89,"9,234",1.89,"9,507",2.07,"11,058",2404.9,2547.22,3043.81,3210.83,3296.93,,,0.17,1,0.18,1.08,0.17,1.06,0.15,1.07
I18B,0.70,"3,659",0.75,"3,882",0.86,"4,201",0.90,"4,507",0.92,"4,885",2097.47,2168.81,2268.58,2334.66,2405.41,,,0.37,1.56,0.37,1.54,0.36,1.54,0.31,1.62
I18Z,,,,,,,,,,,,,,,,0.28,1.09,,,,,,,,
I19A,3.25,"16,887",3.40,"17,565",2.87,"14,023",2.89,"14,519",2.99,"15,978",9921.57,10578.27,10344.11,10535.3,8044.52,0.25,1,0.21,1,0.25,0.91,0.2,1,0.23,1
I19B,1.65,"8,555",1.70,"8,810",1.70,"8,307",1.73,"8,683",1.72,"9,197",5201.4,5277.6,5445.97,5505.46,5615.96,0.32,0.81,0.3,0.88,0.34,0.9,0.3,0.87,0.32,0.92
I20A,2.78,"14,463",2.90,"14,982",3.07,"15,021",2.92,"14,690",3.23,"17,240",6948.05,6782.99,7208.79,7428.75,7460.66,,,0.13,1,0.2,1,0.19,1.08,0.2,1.08
I20B,1.31,"6,804",1.36,"7,024",1.45,"7,108",1.47,"7,400",1.50,"8,007",4176.19,4251.11,4428.83,4499.41,4599.73,,,0.19,0.89,0.22,1,0.21,1,0.2,1
I20Z,,,,,,,,,,,,,,,,0.2,1.05,,,,,,,,
I21A,,,1.85,"9,560",2.17,"10,622",2.38,"11,953",2.18,"11,609",,,5923.91,4405.87,6541.58,,,,,,,0.12,0.8,0.12,0.85
I21B,,,0.99,"5,101",1.08,"5,290",1.21,"6,105",1.17,"6,230",,,2461.46,2618.28,2727.14,,,,,,,0.09,0.93,0.13,1
I21Z,1.21,"6,316",,,,,,,,,2453.26,2621.09,,,,0.11,0.84,0.11,0.88,0.14,0.93,,,,
I23A,1.38,"7,158",1.40,"7,246",1.42,"6,953",1.39,"7,010",1.54,"8,206",3513.65,3506.75,3868.38,3945.57,3638.66,,,0.18,1.05,0.16,1.07,0.14,1.12,0.16,1.15
I23B,0.58,"3,023",0.60,"3,110",0.67,"3,269",0.70,"3,530",0.70,"3,711",1642.38,1683.18,1790.87,1867.17,1871.64,,,0.12,1,0.16,1.11,0.15,1,0.13,1
I23Z,,,,,,,,,,,,,,,,0.14,1,,,,,,,,
I24A,1.52,"7,898",1.79,"9,265",1.87,"9,154",1.84,"9,261",1.91,"10,205",2874.72,2653.41,3010.24,3484.68,3573.53,,,0.18,1,0.18,1,0.16,1,0.16,1
I24B,0.70,"3,641",0.78,"4,045",0.79,"3,866",0.87,"4,362",0.85,"4,550",2129.46,2077.79,2187.53,2375.76,2239.43,,,0.18,1.53,0.18,1,0.16,1,0.16,1.08
I24Z,,,,,,,,,,,,,,,,0.26,1.31,,,,,,,,
I25A,3.60,"18,707",3.79,"19,607",4.38,"21,399",4.15,"20,884",4.56,"24,302",7803.14,7361.56,8572.36,9455.04,8673.51,0.18,1,0.12,1.12,0.15,1,0.12,0.93,0.13,1
I25B,0.98,"5,109",0.86,"4,457",1.11,"5,399",1.10,"5,548",1.08,"5,751",3096.77,3064.33,3143.78,3036.23,3541.26,0.17,1.29,0.14,1.07,0.28,1,0.17,1.08,0.24,1.23
I27A,4.31,"22,406",4.32,"22,345",4.75,"23,185",4.80,"24,132",4.87,"25,996",7915.54,9007.28,9197.93,9232.2,8762.88,0.12,0.83,0.11,0.87,0.14,0.84,0.1,0.81,0.13,0.93
I27B,1.05,"5,468",1.11,"5,723",1.17,"5,719",1.20,"6,055",1.25,"6,655",2825.93,2846.97,3072.08,3107.22,3172.79,0.13,1.09,0.14,1.12,0.16,1.14,0.16,1.15,0.16,1.16
I27C,,,,,,,,,,,,,,,,0.24,1,,,,,,,,
I28A,4.08,"21,201",4.82,"24,932",5.11,"24,975",4.97,"24,993",5.12,"27,317",13124.94,12693.61,15580.65,16437.97,16204.95,0.2,1.25,0.19,1,0.17,1,0.13,1,0.15,1
I28B,1.78,"9,274",1.86,"9,633",2.46,"12,025",2.62,"13,151",2.55,"13,603",5493.06,5622.46,5901.04,6027.53,8348.49,0.21,1.06,0.22,1.38,0.25,1.21,0.26,1.12,0.24,1.16
I28C,0.90,"4,685",0.96,"4,957",1.40,"6,829",1.41,"7,084",1.40,"7,481",2950.25,2831.79,3011.64,3171.57,4780.02,,,0.12,1,0.13,1.15,0.18,1.11,0.13,1.1
I29Z,1.76,"9,151",1.80,"9,316",1.99,"9,739",1.99,"10,004",2.03,"10,828",4748.5,4881.55,5026.15,5235.96,5633.7,0.29,1,0.33,1.06,0.33,1.14,0.32,1.12,0.26,1.17
I30Z,0.90,"4,676",0.91,"4,730",0.97,"4,746",0.99,"4,992",1.00,"5,346",2216.96,2240.76,2324.01,2378.57,2416.5,0.21,0.94,0.18,0.93,0.21,1,0.21,0.93,0.22,1
I31A,11.40,"59,243",10.77,"55,670",11.31,"55,238",10.87,"54,647",10.90,"58,167",39770.62,39924.3,41325.07,40943.47,37809.33,0.3,1,0.29,1,0.18,1,0.22,1,0.28,1
I31B,6.90,"35,879",6.88,"35,576",7.04,"34,380",6.85,"34,456",7.11,"37,940",30079.33,29859.75,29759.25,29565.18,27796.52,0.36,1,0.29,1,0.29,1,0.25,1,0.28,1
I31C,4.89,"25,399",4.73,"24,483",5.12,"25,003",5.28,"26,523",5.16,"27,514",23591.4,22923.04,22460.04,23012.99,22459.04,,,0.41,1,0.36,1,0.37,1,0.32,1
I32A,8.75,"45,465",8.08,"41,781",9.72,"47,477",9.74,"48,948",10.35,"55,231",29818.36,29404.82,31041.82,34179.39,32953.01,0.28,1,0.23,1,0.37,1,0.25,1,0.25,1
I32B,5.06,"26,320",4.96,"25,669",6.06,"29,623",5.89,"29,602",5.62,"29,969",21742.64,21380.89,21239.13,21839.06,22629.48,0.28,1,0.23,1,0.37,1,0.25,1,0.26,1
I33A,,,5.46,"28,249",5.71,"27,875",5.42,"27,239",5.49,"29,312",,,24479.92,24428.12,23834.33,,,,,,,0.41,1,0.34,1
I33B,,,3.91,"20,241",4.12,"20,144",3.88,"19,511",3.83,"20,412",,,21511.35,21302.35,20821.71,,,,,,,0.53,1,0.46,1
I40Z,0.30,"1,537",,,,,,,,,845.1,846.84,,,,0.04,1,0.05,0.88,0.08,1,,,,
I60Z,2.91,"15,133",3.01,"15,580",2.57,"12,567",2.51,"12,633",2.52,"13,429",14629.95,16112.9,3222.32,2766.85,3684.28,0.08,1.07,0.06,1,0.05,1,0.05,1,0.05,0.93
I61A,3.16,"16,436",2.73,"14,136",,,,,,,19027.27,17777.92,10203.26,9203.15,,0.09,1,0.07,1,0.08,1,0.09,1,0.1,1
I61B,1.65,"8,572",1.01,"5,236",,,,,,,12826.21,11456.31,1378.24,1668.47,,0.09,1.18,0.07,1.14,0.08,1.08,0.07,1.13,0.14,1
I61Z,,,,,1.63,"7,968",1.98,"9,969",1.94,"10,338",,,,,3268.14,,,,,,,,,,
I63A,1.71,"8,891",1.37,"7,087",1.54,"7,508",1.49,"7,483",1.59,"8,488",8482.89,8612.62,5806.47,5441.07,5564.13,0.11,1,0.1,1,0.08,1,0.09,1,0.1,1
I63B,0.73,"3,821",0.50,"2,562",0.40,"1,962",0.39,"1,937",0.43,"2,300",4526.16,4431.85,1672.02,1389.19,2035.85,0.18,1,0.12,1,0.15,1,0.14,1.27,0.16,1
I64A,3.81,"19,786",3.40,"17,570",3.65,"17,837",3.64,"18,314",3.64,"19,425",13654.11,13515.48,11797.47,10176.14,9110.35,0.09,1,0.1,1,0.09,1.11,0.08,1.1,0.07,1
I64B,2.13,"11,065",1.33,"6,887",1.43,"6,989",1.26,"6,340",1.48,"7,888",8382.26,8591,3347.81,3009.73,3395.02,0.09,1.11,0.09,1,0.09,1,0.08,1,0.08,1
I65A,3.24,"16,854",3.39,"17,555",3.71,"18,134",3.43,"17,248",3.64,"19,434",11505.6,11634.54,11234.83,12611.45,12848.15,0.08,1.54,0.08,1.18,0.07,1.07,0.09,1,0.07,1
I65B,1.61,"8,368",1.44,"7,454",1.57,"7,686",1.50,"7,540",1.57,"8,372",6624.91,6699.99,5324.79,4943.31,6134.36,0.09,1.33,0.07,1.23,0.08,1,0.1,1.15,0.08,1.14
I66A,4.62,"24,003",2.56,"13,248",3.11,"15,171",2.74,"13,784",2.86,"15,281",11442.98,12478.15,6045.85,6485.7,7008.71,0.12,1.37,0.1,1,0.12,1.19,0.11,1.14,0.1,1.08
I66B,2.03,"10,543",0.43,"2,208",0.46,"2,246",0.48,"2,398",0.45,"2,414",6850.51,8325.62,998.44,1072.12,1046.46,0.12,1,0.09,0.83,0.09,0.88,0.1,1,0.09,1.43
I66C,1.25,"6,518",,,,,,,,,4997.23,4949.43,,,,,,0.1,1.1,0.13,1.15,,,,
I67A,3.62,"18,836",2.88,"14,902",3.26,"15,942",3.42,"17,206",3.52,"18,786",11992.11,12740.14,11504.98,9036.27,10264.81,0.14,1,0.11,1,0.13,1,0.09,1,0.08,1
I67B,1.37,"7,120",1.11,"5,747",1.13,"5,509",1.09,"5,479",1.06,"5,643",6886.35,6087.17,1981.29,2192.61,2817.99,0.09,1.28,0.12,1,0.13,1.09,0.08,1.17,0.09,1.19
I68A,2.07,"10,777",1.67,"8,616",1.67,"8,166",1.62,"8,162",1.65,"8,798",9032.44,9131.62,4211.19,4278.94,4739.56,0.1,1.3,0.1,1.13,0.1,1.19,0.1,1.13,0.09,1.13
I68B,0.77,"4,010",0.47,"2,434",0.41,"1,994",0.40,"1,987",0.42,"2,229",5053.73,5085.73,1507.5,1549.54,1766.73,0.11,1.38,0.11,1.25,0.11,1.26,0.12,1.5,0.12,1.68
I69A,1.79,"9,327",1.57,"8,126",1.54,"7,540",1.59,"8,000",1.57,"8,382",8498.96,8506.77,4866.14,4689.1,4889.27,0.09,1,0.09,0.82,0.1,0.94,0.1,0.8,0.1,0.8
I69B,0.93,"4,811",0.44,"2,258",0.42,"2,051",0.41,"2,080",0.44,"2,322",6577.02,6566.38,1072.46,1024.32,1134.26,0.14,1.48,0.1,1.46,0.11,1.48,0.12,1.38,0.1,1.4
I71A,1.57,"8,163",1.27,"6,553",1.29,"6,317",1.32,"6,627",1.35,"7,211",7120.14,7192.42,3730.66,3714.85,4543.27,0.1,1,0.1,1,0.11,1,0.1,0.91,0.11,1
I71B,0.64,"3,335",0.39,"2,006",0.34,"1,672",0.34,"1,730",0.36,"1,930",3695.87,3574.04,1171.09,1249.14,1498.22,0.14,1.36,0.11,1.29,0.14,1.47,0.15,1.57,0.15,1.57
I72A,1.99,"10,346",1.64,"8,500",1.65,"8,084",1.65,"8,297",1.76,"9,363",8722.86,9105.45,4885.68,4933.38,5132.6,0.11,1,0.08,1.06,0.11,1.1,0.07,1,0.09,1
I72B,0.78,"4,043",0.50,"2,576",0.45,"2,209",0.45,"2,276",0.50,"2,669",4467.18,4473.85,1045.45,1222.94,1408.32,0.09,1,0.09,0.89,0.09,0.91,0.12,1,0.1,1.14
I73A,2.74,"14,246",2.53,"13,075",2.22,"10,845",2.09,"10,529",2.13,"11,381",11368.82,11797.15,8193.95,7483.3,4879.44,0.07,1,0.07,1,0.08,1,0.06,0.87,0.08,1
I73B,1.12,"5,837",0.88,"4,574",0.72,"3,506",0.73,"3,658",0.75,"3,977",6156.64,6373.66,1927.27,1807.27,2021.4,0.11,0.91,0.1,1,0.1,1,0.12,1,0.11,1.07
I73C,,,0.40,"2,080",,,,,,,,,2696.11,2274.62,,,,,,,,0.14,1.59,0.15,1.63
I74A,1.50,"7,819",1.07,"5,544",0.92,"4,518",0.93,"4,680",0.92,"4,930",10707.92,10770.57,5934.28,5507.33,5749.89,0.12,1,0.1,1.1,0.1,1,0.13,0.88,0.13,0.81
I74B,0.66,"3,405",0.44,"2,253",0.35,"1,703",0.34,"1,688",0.34,"1,826",3942.55,3880.5,1794.98,1786.85,2155.8,0.26,1.13,0.23,1.18,0.22,1.3,0.27,1.33,0.26,1.38
I75A,2.16,"11,210",2.24,"11,594",2.18,"10,667",2.11,"10,626",2.33,"12,452",13203.46,13027.22,8261.28,7483.25,7548.74,0.1,1,0.08,1,0.09,1,0.08,0.84,0.09,1
I75B,0.78,"4,053",0.64,"3,330",0.66,"3,234",0.66,"3,302",0.67,"3,599",6720.44,6591.82,2191.03,2100.65,2494.08,0.16,1.1,0.13,1.17,0.14,1.27,0.14,1.3,0.15,1.4
I75C,,,0.34,"1,755",0.32,"1,548",0.30,"1,510",0.33,"1,779",,,995.74,1066.74,1809.97,,,,,,,0.16,1.66,0.14,1.62
I76A,2.90,"15,098",1.81,"9,363",1.78,"8,707",1.71,"8,621",1.73,"9,205",12662.89,12499.53,4970.44,4562.15,5486.75,0.12,1,0.08,1.26,0.09,1.07,0.1,1,0.11,1
I76B,1.54,"8,024",0.45,"2,351",0.41,"1,988",0.40,"2,035",0.43,"2,288",9056.36,8615.35,1636.04,1658.93,1989.96,0.12,1.46,0.09,0.95,0.11,1,0.18,1.29,0.13,1.29
I76C,0.75,"3,915",,,,,,,,,5335.82,5419.44,,,,,,0.12,1.34,0.16,1.3,,,,
I77A,2.59,"13,455",2.39,"12,341",2.47,"12,073",2.50,"12,589",2.44,"13,007",13658.08,13935.05,8629.37,8371.95,10354.2,0.1,1,0.07,1,0.08,1,0.08,1,0.09,1
I77B,1.22,"6,339",1.00,"5,176",0.93,"4,558",0.95,"4,771",0.97,"5,169",8573.32,8710.96,3170.54,3132.9,3681.7,0.1,1,0.09,1,0.1,1,0.11,1,0.11,1
I78A,2.27,"11,805",2.37,"12,275",2.46,"12,021",2.35,"11,803",2.52,"13,436",14505.88,14836.16,11670.33,11620.69,11173.23,0.12,1,0.06,1,0.07,1,0.09,1,0.07,1
I78B,1.21,"6,290",1.16,"6,002",1.18,"5,789",0.99,"4,981",1.15,"6,146",10272.02,10519.84,2303.06,2422.86,3050.96,0.14,1,0.1,1,0.09,1,0.14,1,0.16,1
I79A,3.50,"18,206",3.75,"19,380",3.10,"15,162",3.09,"15,527",3.28,"17,479",12534.64,11496.14,12860.04,12722.97,11477.94,0.08,1,0.07,1,0.1,1,0.09,1,0.08,1
I79B,1.53,"7,958",1.88,"9,734",1.26,"6,148",1.28,"6,420",1.32,"7,015",8091.57,7987.76,6487.26,6819.18,4272.98,0.09,1,0.08,1,0.1,1,0.1,1,0.09,1
I79C,,,0.99,"5,108",,,,,,,,,3333.63,2908.75,,,,,,,,0.1,1,0.1,1
I80Z,0.37,"1,931",0.40,"2,050",0.34,"1,663",0.32,"1,611",0.27,"1,464",1061.33,1390.05,1827.14,1593.39,1703.28,0.45,1,0.61,1,0.55,1,0.53,1,0.46,1
I81Z,0.25,"1,323",,,,,,,,,277.21,276.24,,,,0.39,1.64,0.31,1.78,0.39,2,,,,
I82Z,0.24,"1,239",,,,,,,,,326.38,339.89,,,,0.16,2,0.18,2,0.23,2,,,,
J01A,11.81,"61,414",12.80,"66,173",13.74,"67,114",12.75,"64,087",14.28,"76,157",25677.64,28663.07,31505.92,30683.96,33701.95,0.31,1,0.24,1,0.26,1,0.25,1,0.26,1
J01B,7.07,"36,760",7.04,"36,413",7.96,"38,883",7.97,"40,073",8.34,"44,506",19565.03,18250.3,21618.58,21960.56,22742.97,0.31,1,0.26,1,0.31,1,0.28,1,0.29,1
J06A,2.86,"14,870",3.07,"15,866",3.52,"17,195",3.63,"18,274",3.71,"19,794",7167.69,7675.95,8518.59,8695.2,9301.94,0.3,1,0.27,1,0.24,1,0.18,1,0.17,1
J06B,1.77,"9,200",2.05,"10,608",2.35,"11,469",2.33,"11,719",2.35,"12,519",4532.39,4744.42,5279.99,5493.66,5693.13,0.19,1,0.28,1,0.31,1,0.29,0.93,0.2,1
J07A,0.92,"4,787",,,,,,,,,2305.02,2278.88,,,,0.34,1,0.27,1,0.3,1,,,,
J07B,0.68,"3,540",,,,,,,,,1727.53,1762.36,,,,0.24,1,0.26,1,0.24,1,,,,
J07Z,,,1.06,"5,495",1.19,"5,818",1.18,"5,945",1.19,"6,328",,,3217.25,3312.99,2819.48,,,,,,,0.32,1,0.24,1
J08A,3.26,"16,963",5.85,"30,273",5.90,"28,827",5.35,"26,896",5.08,"27,085",10605.63,11874.08,14039.39,14453.93,10265.46,0.12,1.11,0.1,0.94,0.09,1,0.07,1,0.09,1
J08B,1.35,"7,032",1.74,"9,008",1.53,"7,494",1.51,"7,570",1.48,"7,908",3785.61,3839.69,4786.92,4897.05,3332.75,0.17,1.09,0.14,1.08,0.15,1.12,0.11,1.15,0.1,1.15
J08C,0.83,"4,329",0.87,"4,494",0.92,"4,519",0.93,"4,683",0.94,"4,994",2205.96,2283.13,2482.99,2511,2487.35,0.38,1,0.24,1.23,0.26,1.26,0.24,1.21,0.19,1.21
J09Z,0.90,"4,695",0.92,"4,749",1.04,"5,101",1.01,"5,100",1.09,"5,813",2031.02,2083.37,2178.4,2269.63,2385.39,0.16,1.26,0.15,1.13,0.14,1.09,0.13,1.05,0.13,1.15
J10A,1.09,"5,661",1.48,"7,665",1.58,"7,713",1.63,"8,179",1.63,"8,713",3220.94,3153.76,3927.07,4358.24,4772.97,,,0.23,1,0.19,1,0.21,1,0.14,1
J10B,0.66,"3,408",0.68,"3,503",0.74,"3,604",0.76,"3,815",0.77,"4,113",2189.82,2272.99,2446.39,2547.67,2385.07,,,0.27,1,0.3,1.08,0.3,1.05,0.24,1.08
J10Z,,,,,,,,,,,,,,,,0.24,0.92,,,,,,,,
J11A,0.92,"4,803",1.22,"6,290",1.07,"5,244",1.13,"5,689",1.14,"6,059",1786.93,1799.41,2198.54,2325.32,1908.03,,,0.16,0.93,0.16,1,0.16,1,0.14,1.11
J11B,0.46,"2,372",0.48,"2,506",0.54,"2,630",0.56,"2,802",0.58,"3,104",1293.51,1316.41,1436.26,1475.71,1508.12,,,0.22,1,0.23,1.26,0.25,1.09,0.21,1.06
J11Z,,,,,,,,,,,,,,,,0.22,1,,,,,,,,
J12A,5.57,"28,945",5.37,"27,758",6.03,"29,478",5.70,"28,667",5.29,"28,237",22351.9,21605.69,21621.41,21032.95,20888.24,0.07,1,0.11,1,0.07,1,0.09,1,0.08,1
J12B,2.14,"11,127",2.12,"10,958",2.06,"10,072",1.94,"9,745",1.67,"8,923",10405.16,10044.71,10175.72,9913.31,9679.63,0.08,1,0.09,1,0.09,1,0.08,1,0.07,1
